,Pelvic Organ Prolapse: Preoperative Screening for Uterine Malignancy ,N/A,N/A,429,Percentage of patients who are screened for uterine malignancy prior to surgery for pelvic organ prolapse.,Patient Safety,Process,American Urogynecologic Society,-,-,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Prevention of Post-Operative Nausea and Vomiting (PONV) – Combination Therapy,N/A,N/A,430,"Percentage of patients, aged 18 years and older, who undergo a procedure under an inhalational general anesthetic, AND who have three or more risk factors for post-operative nausea and vomiting (PONV), who receive combination therapy consisting of at least two prophylactic pharmacologic antiemetic agents of different classes preoperatively or intraoperatively",Patient Safety,Process,American Society of Anesthesiologists,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Preventive Care and Screening: Unhealthy Alcohol Use: Screening & Brief Counseling,N/A,2152,431,Percentage of patients aged 18 years and older who were screened at least once within the last 24 months for unhealthy alcohol use using a systematic screening method AND who received brief counseling if identified as an unhealthy alcohol user,Community/Population Health,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,X,X,Preventive Care,X,,,,,,Measure Specification Manuals
,Proportion of Patients Sustaining a Bladder Injury at the Time of any Pelvic Organ Prolapse Repair,N/A,N/A,432,Percentage of patients undergoing any surgery to repair pelvic organ prolapse who sustains an injury to the bladder recognized either during or within 1 month after surgery ,Patient Safety,Outcome,American Urogynecologic Society,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Proportion of Patients Sustaining a Major Viscus Injury at the Time of Any Pelvic Organ Prolapse Repair,N/A,N/A,433,Percentage of patients undergoing surgical repair of pelvic organ prolapse that is complicated by perforation of a major viscus at the time of index surgery that is recognized intraoperative or within 1 month after surgery,Patient Safety,Outcome,American Urogynecologic Society,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Proportion of Patients Sustaining A Ureter Injury at the Time of any Pelvic Organ Prolapse Repair,N/A,N/A,434,Percentage of patients undergoing a pelvic organ prolapse repair who sustain an injury to the ureter recognized either during or within 1 month after surgery,Patient Safety,Outcome,American Urogynecologic Society,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Quality Of Life Assessment For Patients With Primary Headache Disorders,N/A,N/A,435,Percentage of patients with a diagnosis of primary headache disorder whose health related quality of life (HRQoL) was assessed with a tool(s)* during at least two visits* during the 12 month measurement period AND whose health related quality of life score stayed the same or improved. ,Effective Clinical Care,Outcome,American Academy of Neurology,-,-,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Radiation Consideration for Adult CT: Utilization of Dose Lowering Techniques,N/A,N/A,436,"Percentage of final reports for patients aged 18 years and older undergoing CT with documentation that one or more of the following dose reduction techniques were used:
• Automated exposure control
• Adjustment of the mA and/or kV according to patient size
• Use of iterative reconstruction technique
",Effective Clinical Care,Process,American College of Radiology,American Medical Association-Physician Consortium for Performance Improvement,National Committee for Quality Assurance,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Rate of Surgical Conversion from Lower Extremity Endovascular Revasculatization Procedure ,N/A,N/A,437,"Inpatients assigned to endovascular treatment for obstructive arterial disease, the percent of patients who undergo unplanned major amputation or surgical bypass within 48 hours of the index procedure.",Patient Safety,Outcome,Society of Interventional Radiology ,-,-,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Statin Therapy for the Prevention and Treatment of Cardiovascular Disease,N/A,N/A,438,"Percentage of the following patients—all considered at high risk of cardiovascular events—who were prescribed or were on statin therapy during the measurement period: 
• Adults aged ≥ 21 years who were previously diagnosed with or currently have an active diagnosis of clinical atherosclerotic cardiovascular disease (ASCVD); OR 
• Adults aged ≥21 years with a fasting or direct low-density lipoprotein cholesterol (LDL-C) level ≥ 190 mg/dL; OR 
• Adults aged 40-75 years with a diagnosis of diabetes with a fasting or direct LDL-C level of 70-189 mg/dL
",Effective Clinical Care,Process,Centers for Medicare & Medicaid Services,Mathematica,Quality Insights of Pennsylvania,-,-,-,X,X,X,Cardiovascular Prevention,-,,,,,,Measure Specification Manuals
,Age Appropriate Screening Colonoscopy,N/A,N/A,439,The percentage of patients greater than 85 years of age who received a screening colonoscopy from January 1 to December 31.,Efficiency and Cost Reduction,Efficiency,American Gastroenterological Association,American Society for Gastrointestinal Endoscopy,American College of Gastroenterology,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
